location,TU.ID,TU.type,alt_TSS..TU.type...an.or.n.,genes,Sense.tags,genename,Annotation..cyanobase.,Entrez_GeneID,X15C,X42C,X.CO2,Darkness,X.Fe,Hl,X.N,X.P,Exp..p.,Stat..p.,Median
Chr,TU1075,a,,0,NA,NA,NA,NA,240,233,230,56,429,320,640,311,309,225,274.5
Chr,TU1076,a,,0,NA,NA,NA,NA,575,0,192,0,675,531,264,291,1285,135,277.5
Chr,TU1080,a,,0,NA,NA,NA,NA,1055,167,326,0,279,247,226,252,104,135,236.5
Chr,TU1085,an,,0,NA,NA,NA,NA,383,334,288,0,932,416,678,213,343,90,338.5
Chr,TU1086,a,,0,NA,NA,NA,NA,16682,8639,6404,9887,11648,16417,13213,13391,10767,3377,11207.5
Chr,TU1087,a,,0,NA,NA,NA,NA,192,700,345,280,16,0,226,505,0,721,253
Chr,TU1088,a,,0,NA,NA,NA,NA,863,167,441,19,723,935,489,330,1087,0,465
Chr,TU1093,a,,0,NA,NA,NA,NA,2876,1634,1591,505,3450,4722,1242,2736,6007,630,2185
Chr,TU1096,a,,0,NA,NA,NA,NA,911,0,326,0,102,109,9411,116,2605,135,125.5
Chr,TU1097,a,,0,NA,NA,NA,NA,527,167,422,0,739,537,866,388,215,0,405
Chr,TU1102,a,,0,NA,NA,NA,NA,192,33,58,0,214,163,226,78,519,90,126.5
Chr,TU1104,a,,0,NA,NA,NA,NA,959,3402,2914,1458,1634,1610,2221,2717,343,585,1622
Chr,TU1112,a,,0,NA,NA,NA,NA,719,167,383,206,627,609,113,446,278,495,414.5
Chr,TU1114,a,,0,NA,NA,NA,NA,719,0,230,0,214,163,301,97,222,0,188.5
Chr,TU1119,a,,0,NA,NA,NA,NA,767,67,307,0,589,766,414,388,2228,0,401
Chr,TU1121,a,,0,NA,NA,NA,NA,0,33,19,56,123,205,301,213,860,0,89.5
Chr,TU1123,a,,0,NA,NA,NA,NA,2253,67,614,0,997,754,602,427,573,90,587.5
Chr,TU1126,a,,0,NA,NA,NA,NA,719,1368,1016,0,568,537,1430,893,295,225,643.5
Chr,TU1127,a,,0,NA,NA,NA,NA,1630,67,556,19,627,452,602,757,343,360,504
Chr,TU1130,a,,0,NA,NA,NA,NA,527,133,153,19,354,205,376,291,143,0,179
Chr,TU1132,a,,0,NA,NA,NA,NA,2109,100,403,19,814,621,828,485,362,90,444
Chr,TU1137,a,,0,NA,NA,NA,NA,336,0,288,0,321,187,678,505,191,180,239.5
Chr,TU1142,a,,0,NA,NA,NA,NA,288,33,249,0,863,525,527,446,196,0,268.5
Chr,TU1143,a,,0,NA,NA,NA,NA,288,0,96,37,375,567,452,194,449,0,241
Chr,TU1145,a,,0,NA,NA,NA,NA,719,133,364,19,1838,2853,226,602,3924,45,483
Chr,TU1147,an,,0,NA,NA,NA,NA,432,33,249,75,503,748,1581,427,679,315,429.5
Chr,TU1148,a,,0,NA,NA,NA,NA,336,267,115,37,321,476,113,116,532,90,191.5
Chr,TU115,a,,0,NA,NA,NA,NA,1726,133,614,19,1623,1544,2484,1261,1314,90,1287.5
Chr,TU1154,a,,0,NA,NA,NA,NA,3787,33,288,37,589,398,188,330,372,45,309
Chr,TU1158,a,,0,NA,NA,NA,NA,719,0,58,0,268,314,0,116,720,90,103
Chr,TU1162,a,,0,NA,NA,NA,NA,431,3602,1304,2691,1768,2238,1506,1921,425,1801,1784.5
Chr,TU1168,a,,0,NA,NA,NA,NA,815,67,115,0,204,320,188,291,232,45,196
Chr,TU1169,a,,0,NA,NA,NA,NA,623,0,173,0,177,84,75,136,116,0,100
Chr,TU1172,a,,0,NA,NA,NA,NA,1774,534,1783,19,922,688,2070,699,867,180,783
Chr,TU1173,n,,0,NA,NA,NA,NA,959,1468,1381,0,2904,887,2221,2407,372,270,1170
Chr,TU1177,a,,0,NA,NA,NA,NA,288,33,192,0,889,615,301,349,1602,135,294.5
Chr,TU1181,a,,0,NA,NA,NA,NA,1582,267,671,0,584,772,1957,524,689,90,627.5
Chr,TU1183,a,,0,NA,NA,NA,NA,6471,200,959,19,2668,4059,1543,175,1409,135,1184
Chr,TU1194,a,,0,NA,NA,NA,NA,1246,0,288,0,455,344,301,485,819,180,322.5
Chr,TU1198,a,,0,NA,NA,NA,NA,1630,901,1611,262,1452,2406,1167,2193,1687,405,1531.5
Chr,TU120,a,,0,NA,NA,NA,NA,48,33,19,0,102,133,75,19,597,0,40.5
Chr,TU1201,a,,0,NA,NA,NA,NA,815,1368,1361,654,1468,1224,2070,1417,1776,585,1364.5
Chr,TU1202,a,,0,NA,NA,NA,NA,3883,1935,2205,1140,4377,3697,3313,3377,918,450,2759
Chr,TU1207,a,,0,NA,NA,NA,NA,192,167,307,0,375,326,188,388,1305,90,249.5
Chr,TU1208,a,,0,NA,NA,NA,NA,383,0,288,0,493,296,527,349,309,0,302.5
Chr,TU121,a,,0,NA,NA,NA,NA,336,233,863,168,1554,2955,602,1126,1578,315,732.5
Chr,TU1211,a,,0,NA,NA,NA,NA,527,334,652,0,1007,573,1016,699,585,135,579
Chr,TU1212,a,,0,NA,NA,NA,NA,1390,200,671,93,1522,1200,715,1164,1029,315,872
Chr,TU1213,a,,0,NA,NA,NA,NA,288,133,230,0,455,205,715,446,186,45,217.5
Chr,TU1214,a,,0,NA,NA,NA,NA,815,467,652,0,471,428,1543,1223,423,90,469
Chr,TU1217,a,,0,NA,NA,NA,NA,479,133,192,19,605,663,376,291,1682,45,333.5
Chr,TU1218,a,,0,NA,NA,NA,NA,671,534,249,168,327,199,527,311,68,225,280
Chr,TU1221,a,,0,NA,NA,NA,NA,863,33,326,0,246,175,376,175,106,45,175
Chr,TU1225,a,,0,NA,NA,NA,NA,96,100,422,0,305,211,828,640,307,0,258
Chr,TU1226,a,,0,NA,NA,NA,NA,48,100,192,93,279,289,226,524,321,135,209
Chr,TU1228,a,,0,NA,NA,NA,NA,959,133,633,0,852,730,527,1785,188,360,580
Chr,TU1229,a,,0,NA,NA,NA,NA,479,133,230,0,354,591,565,155,350,45,290
Chr,TU1234,an,,0,NA,NA,NA,NA,863,33,211,0,654,470,264,349,321,90,292.5
Chr,TU1238,a,,0,NA,NA,NA,NA,240,0,38,0,220,537,0,58,266,0,48
Chr,TU1243,a,,0,NA,NA,NA,NA,1246,834,844,75,1538,1677,753,2096,1643,360,1045
Chr,TU1244,a,,0,NA,NA,NA,NA,383,367,652,1103,546,344,1656,3357,1771,360,599
Chr,TU1247,a,,0,NA,NA,NA,NA,1055,1601,2109,19,2036,2437,1882,2329,1070,630,1741.5
Chr,TU125,a,,0,NA,NA,NA,NA,863,133,364,131,782,772,151,796,577,225,470.5
Chr,TU1250,a,,0,NA,NA,NA,NA,719,200,575,0,407,326,565,291,408,135,366.5
Chr,TU1251,a,,0,NA,NA,NA,NA,1246,333,1054,0,798,332,1167,776,314,315,554.5
Chr,TU1252,a,,0,NA,NA,NA,NA,1486,434,1458,56,1913,1170,2485,1475,749,0,1314
Chr,TU1257,a,,0,NA,NA,NA,NA,479,233,940,0,5,6,565,505,2,1621,356
Chr,TU1259,a,,0,NA,NA,NA,NA,863,67,230,0,552,464,151,175,295,0,202.5
Chr,TU1261,a,,0,NA,NA,NA,NA,2445,1267,2032,0,3359,5199,2033,1824,6823,811,2032.5
Chr,TU1265,a,,0,NA,NA,NA,NA,2445,33,652,0,884,1279,414,951,1032,90,768
Chr,TU1268,a,,0,NA,NA,NA,NA,1342,767,1726,467,2647,2129,1619,2096,3260,811,1672.5
Chr,TU1270,a,,0,NA,NA,NA,NA,144,67,268,0,332,386,640,311,590,90,289.5
Chr,TU1274,a,,0,NA,NA,NA,NA,3691,1635,1342,4018,8289,6356,6626,3959,4856,1216,3988.5
Chr,TU1278,a,,0,NA,NA,NA,NA,575,0,19,0,54,96,75,19,43,0,31
Chr,TU1283,a,,0,NA,NA,NA,NA,383,67,173,0,268,42,1092,252,179,45,176
Chr,TU1284,a,,0,NA,NA,NA,NA,336,600,345,411,546,350,1355,699,222,270,380.5
Chr,TU1285,a,,0,NA,NA,NA,NA,623,1468,1726,1346,1468,1309,2447,2057,609,991,1407
Chr,TU1287,a,,0,NA,NA,NA,NA,575,300,249,187,118,96,527,233,29,45,210
Chr,TU1289,a,,0,NA,NA,NA,NA,479,0,422,0,429,682,301,330,1476,0,376
Chr,TU129,an,,0,NA,NA,NA,NA,96,67,288,56,209,338,565,291,667,90,248.5
Chr,TU1290,a,,0,NA,NA,NA,NA,144,67,38,0,150,476,4781,58,1252,45,105.5
Chr,TU1292,a,,0,NA,NA,NA,NA,1055,0,134,0,123,109,151,78,94,45,101.5
Chr,TU1293,a,,0,NA,NA,NA,NA,336,167,268,0,439,217,753,563,210,0,242.5
Chr,TU1294,a,,0,NA,NA,NA,NA,527,467,173,243,413,495,339,524,430,90,421.5
Chr,TU1299,a,,0,NA,NA,NA,NA,1055,800,729,785,1715,2304,678,1106,1150,856,955.5
Chr,TU1301,a,,0,NA,NA,NA,NA,1198,200,920,0,782,881,1280,893,452,360,831.5
Chr,TU1302,a,,0,NA,NA,NA,NA,1103,67,383,19,782,663,678,718,604,0,633.5
Chr,TU1305,a,,0,NA,NA,NA,NA,240,367,364,0,450,211,565,369,416,315,365.5
Chr,TU131,a,,0,NA,NA,NA,NA,1007,0,173,19,171,223,301,213,89,90,172
Chr,TU1311,a,,0,NA,NA,NA,NA,6040,901,3566,56,2191,2135,2748,2562,1558,1261,2163
Chr,TU1313,a,,0,NA,NA,NA,NA,4602,4169,5024,1215,5915,3625,6437,6210,2689,1756,4385.5
Chr,TU1315,a,,0,NA,NA,NA,NA,2732,3202,3279,1832,6081,2063,8922,3125,2160,1171,2928.5
Chr,TU132,a,,0,NA,NA,NA,NA,527,167,211,19,305,350,301,291,246,90,268.5
Chr,TU1320,a,,0,NA,NA,NA,NA,383,500,230,19,316,338,828,505,423,90,360.5
Chr,TU1323,a,,0,NA,NA,NA,NA,623,67,134,0,402,718,75,291,495,0,212.5
Chr,TU1327,an,,0,NA,NA,NA,NA,719,167,594,0,750,489,1656,1281,411,45,541.5
Chr,TU1329,a,,0,NA,NA,NA,NA,288,67,288,0,573,211,753,349,268,0,278
Chr,TU133,a,,0,NA,NA,NA,NA,288,133,173,0,450,549,188,388,333,180,238
Chr,TU1331,a,,0,NA,NA,NA,NA,1294,700,940,56,761,434,1694,718,321,135,709
Chr,TU1333,a,,0,NA,NA,NA,NA,911,400,748,37,868,585,941,1261,991,180,808
Chr,TU1337,a,,0,NA,NA,NA,NA,863,0,594,0,300,271,979,155,48,0,213
Chr,TU1342,a,,0,NA,NA,NA,NA,431,100,345,0,284,187,640,97,155,45,171
Chr,TU1343,a,,0,NA,NA,NA,NA,2301,4336,4851,598,2770,2648,4404,4541,2271,811,2709
Chr,TU1351,n,,0,NA,NA,NA,NA,2445,8472,3049,31847,5,12,941,854,0,2882,1693
Chr,TU1354,a,,0,NA,NA,NA,NA,671,500,901,0,568,199,1167,349,150,270,424.5
Chr,TU1358,a,,0,NA,NA,NA,NA,767,0,824,0,782,826,151,233,304,90,268.5
Chr,TU1365,a,,0,NA,NA,NA,NA,575,0,38,0,182,302,151,136,263,45,143.5
Chr,TU1370,a,,0,NA,NA,NA,NA,144,100,173,37,188,121,527,524,225,90,158.5
Chr,TU1371,a,,0,NA,NA,NA,NA,144,634,805,187,466,489,715,485,435,540,487
Chr,TU1376,a,,0,NA,NA,NA,NA,527,367,422,0,370,326,414,408,343,0,368.5
Chr,TU138,a,,0,NA,NA,NA,NA,5225,4436,6404,6747,7078,9144,4517,5628,13202,5764,6084
Chr,TU1382,a,,0,NA,NA,NA,NA,11888,901,4621,224,3338,3462,1506,4891,1931,901,2634.5
Chr,TU1387,a,,0,NA,NA,NA,NA,2061,1468,3758,561,3038,1031,5308,5124,1230,1081,1764.5
Chr,TU1393,a,,0,NA,NA,NA,NA,1917,0,901,0,1581,1556,678,563,1699,225,789.5
Chr,TU1399,a,,0,NA,NA,NA,NA,1822,67,671,0,1736,1043,527,951,1017,135,811
Chr,TU1400,a,,0,NA,NA,NA,NA,336,334,403,37,584,615,527,330,375,45,355.5
Chr,TU1401,a,,0,NA,NA,NA,NA,1534,167,479,0,1232,724,866,427,1015,45,601.5
Chr,TU1406,a,,0,NA,NA,NA,NA,336,33,307,0,225,525,151,252,17,135,188
Chr,TU1410,a,,0,NA,NA,NA,NA,2061,5303,4678,131,2347,1580,5458,3435,1822,2432,2389.5
Chr,TU1411,a,,0,NA,NA,NA,NA,192,67,192,19,316,223,828,252,123,0,192
Chr,TU1413,a,,0,NA,NA,NA,NA,240,1768,901,37,129,157,866,466,147,135,198.5
Chr,TU1414,a,,0,NA,NA,NA,NA,527,0,58,0,241,519,38,252,490,0,149.5
Chr,TU1416,a,,0,NA,NA,NA,NA,767,867,767,56,589,501,1619,524,478,135,556.5
Chr,TU1419,a,,0,NA,NA,NA,NA,911,100,383,0,573,549,791,893,413,0,481
Chr,TU1422,a,,0,NA,NA,NA,NA,192,1001,671,131,509,259,452,893,387,540,480.5
Chr,TU1423,a,,0,NA,NA,NA,NA,863,400,1400,0,841,597,715,737,503,315,656
Chr,TU1424,an,,0,NA,NA,NA,NA,48,500,249,0,5,12,75,175,0,315,61.5
Chr,TU1425,ai,,0,NA,NA,NA,NA,2253,2401,3240,224,2604,5084,2221,3726,4132,1126,2502.5
Chr,TU143,a,,0,NA,NA,NA,NA,240,500,383,56,27,48,489,155,0,135,145
Chr,TU1432,a,,0,NA,NA,NA,NA,575,67,192,0,396,404,376,252,442,0,314
Chr,TU1434,a,,0,NA,NA,NA,NA,815,467,575,93,616,645,640,446,565,180,570
Chr,TU1439,a,,0,NA,NA,NA,NA,1678,767,8935,1290,1297,1496,2409,1300,500,4864,1398
Chr,TU1443,a,,0,NA,NA,NA,NA,4362,133,1323,0,1179,977,1995,1106,483,45,1041.5
Chr,TU1444,a,,0,NA,NA,NA,NA,527,334,767,37,1548,1640,791,1048,1464,45,779
Chr,TU1447,a,,0,NA,NA,NA,NA,4122,3669,4410,3177,595,688,3727,2814,2,7520,3423
Chr,TU1453,n,,0,NA,NA,NA,NA,623,67,173,19,563,350,791,272,696,0,311
Chr,TU1456,a,,0,NA,NA,NA,NA,336,100,134,0,338,235,979,388,406,0,285.5
Chr,TU1461,a,,0,NA,NA,NA,NA,288,133,383,0,311,193,678,175,121,135,184
Chr,TU1462,a,,0,NA,NA,NA,NA,3212,901,997,243,2781,3709,678,1650,4651,495,1323.5
Chr,TU1464,a,,0,NA,NA,NA,NA,815,67,211,0,632,320,565,446,481,45,383
Chr,TU1468,a,,0,NA,NA,NA,NA,1055,1234,863,243,1639,2069,1167,1553,635,360,1111
Chr,TU147,a,,0,NA,NA,NA,NA,575,500,575,112,1463,850,1242,757,991,180,666
Chr,TU1474,a,,0,NA,NA,NA,NA,1869,200,537,19,766,434,1506,388,263,360,411
Chr,TU1475,a,,0,NA,NA,NA,NA,240,100,96,0,305,296,489,272,1237,45,256
Chr,TU1481,a,,0,NA,NA,NA,NA,2157,400,748,56,755,844,452,1339,517,225,632.5
Chr,TU1483,a,,0,NA,NA,NA,NA,815,600,844,392,48,24,979,408,0,991,504
Chr,TU1484,a,,0,NA,NA,NA,NA,144,200,345,37,504,440,264,524,573,45,304.5
Chr,TU1486,a,,0,NA,NA,NA,NA,767,33,192,19,643,380,903,194,831,135,287
Chr,TU1487,a,,0,NA,NA,NA,NA,383,67,115,0,386,308,678,213,273,0,243
Chr,TU1495,a,,0,NA,NA,NA,NA,863,67,307,0,439,422,376,233,288,45,297.5
Chr,TU1501,a,,0,NA,NA,NA,NA,527,0,173,0,461,362,0,194,208,45,183.5
Chr,TU1504,a,,0,NA,NA,NA,NA,2013,1134,2263,150,1334,965,2484,2251,437,360,1234
Chr,TU1507,a,,0,NA,NA,NA,NA,863,0,134,0,916,283,452,349,362,45,316
Chr,TU1510,a,,0,NA,NA,NA,NA,671,634,173,112,439,2328,565,1320,500,180,532.5
Chr,TU1511,a,,0,NA,NA,NA,NA,383,567,479,56,375,229,565,369,266,225,372
Chr,TU1512,a,,0,NA,NA,NA,NA,815,0,153,0,343,296,301,78,464,0,224.5
Chr,TU1514,ai,,0,NA,NA,NA,NA,144,200,230,0,348,326,565,291,1227,0,260.5
Chr,TU1515,a,,0,NA,NA,NA,NA,192,167,173,75,263,90,565,97,99,45,133
Chr,TU1522,a,,0,NA,NA,NA,NA,1055,0,153,0,225,259,264,97,101,0,127
Chr,TU1527,a,,0,NA,NA,NA,NA,1055,367,345,37,943,651,678,699,321,90,509
Chr,TU1528,a,,0,NA,NA,NA,NA,4122,700,4142,729,2652,3776,2334,2426,519,2162,2380
Chr,TU153,a,,0,NA,NA,NA,NA,575,0,58,0,182,193,113,78,159,45,95.5
Chr,TU1530,a,,0,NA,NA,NA,NA,479,100,345,37,268,241,602,233,176,45,237
Chr,TU1533,a,,0,NA,NA,NA,NA,1390,867,1074,654,2165,2412,1242,1494,2315,90,1316
Chr,TU1535,a,,0,NA,NA,NA,NA,527,2101,844,168,980,428,715,602,708,721,711.5
Chr,TU1536,a,,0,NA,NA,NA,NA,240,267,422,0,847,1007,414,563,836,90,418
Chr,TU1539,a,,0,NA,NA,NA,NA,336,467,249,0,434,223,640,272,471,135,304
Chr,TU154,a,,0,NA,NA,NA,NA,192,33,38,0,241,356,0,116,805,0,77
Chr,TU1544,a,,0,NA,NA,NA,NA,815,1201,1304,0,1168,748,1016,796,1670,360,915.5
Chr,TU1547,a,,0,NA,NA,NA,NA,1150,133,633,0,2604,4330,903,3338,817,135,860
Chr,TU1548,a,,0,NA,NA,NA,NA,29049,9306,17602,1271,25562,23154,9260,21076,41417,5944,19339
Chr,TU155,a,,0,NA,NA,NA,NA,1103,0,153,0,289,151,452,58,181,0,152
Chr,TU1550,a,,0,NA,NA,NA,NA,8820,801,2665,56,3782,3287,2296,2484,5338,946,2574.5
Chr,TU1551,a,,0,NA,NA,NA,NA,671,333,805,37,365,278,2334,874,387,630,508.5
Chr,TU1553,a,,0,NA,NA,NA,NA,1630,67,786,19,927,314,1129,640,181,315,477.5
Chr,TU1557,a,,0,NA,NA,NA,NA,10306,13875,9299,8877,64,20210,1995,8403,52752,12249,9802.5
Chr,TU1558,a,,0,NA,NA,NA,NA,144,100,249,19,820,531,376,136,273,135,196.5
Chr,TU1566,a,,0,NA,NA,NA,NA,240,167,249,0,482,181,602,252,268,45,244.5
Chr,TU1568,a,,0,NA,NA,NA,NA,383,233,268,19,423,332,264,505,116,45,266
Chr,TU157,a,,0,NA,NA,NA,NA,623,33,38,0,504,127,38,78,152,0,58
Chr,TU1572,an,,0,NA,NA,NA,NA,48,67,173,0,230,344,264,505,266,0,201.5
Chr,TU1574,a,,0,NA,NA,NA,NA,431,0,115,19,407,169,678,369,447,45,269
Chr,TU1576,a,,0,NA,NA,NA,NA,527,267,2723,150,59,48,903,408,12,1126,337.5
Chr,TU1577,a,,0,NA,NA,NA,NA,575,300,748,318,697,440,489,854,539,1126,557
Chr,TU1579,a,,0,NA,NA,NA,NA,527,0,77,0,161,187,113,252,65,90,101.5
Chr,TU1580,a,,0,NA,NA,NA,NA,527,0,192,0,514,1677,489,990,519,180,501.5
Chr,TU1581,an,,0,NA,NA,NA,NA,336,667,978,804,1088,513,828,1009,355,1531,816
Chr,TU1582,n,,0,NA,NA,NA,NA,431,0,134,0,230,338,640,78,184,135,159.5
Chr,TU1584,a,,0,NA,NA,NA,NA,911,33,96,0,166,54,188,97,75,0,85.5
Chr,TU1586,a,,0,NA,NA,NA,NA,719,1401,690,93,1007,1182,1619,1048,338,766,886.5
Chr,TU1588,a,,0,NA,NA,NA,NA,431,133,19,0,546,434,151,233,188,45,169.5
Chr,TU159,a,,0,NA,NA,NA,NA,479,33,249,0,536,410,339,291,266,45,278.5
Chr,TU1595,an,,0,NA,NA,NA,NA,1198,333,517,150,193,362,866,1107,126,720,439.5
Chr,TU16,a,,0,NA,NA,NA,NA,48,67,115,0,584,525,113,252,1085,0,114
Chr,TU160,a,,0,NA,NA,NA,NA,336,0,96,0,263,157,113,58,761,45,104.5
Chr,TU1603,a,,0,NA,NA,NA,NA,3355,33,556,0,589,868,264,505,498,135,501.5
Chr,TU1609,a,,0,NA,NA,NA,NA,431,700,575,37,675,663,1694,1067,1082,225,669
Chr,TU1612,a,,0,NA,NA,NA,NA,1486,1935,1361,131,589,862,1430,2329,425,1261,1311
Chr,TU1614,n,,0,NA,NA,NA,NA,527,0,96,0,177,84,151,58,114,90,93
Chr,TU1616,a,,0,NA,NA,NA,NA,1582,267,288,19,171,163,301,602,94,45,219
Chr,TU1625,a,,0,NA,NA,NA,NA,863,67,153,112,80,90,75,136,63,45,85
Chr,TU163,a,,0,NA,NA,NA,NA,575,667,575,0,627,718,264,737,529,180,575
Chr,TU1636,a,,0,NA,NA,NA,NA,719,0,58,0,311,157,113,97,94,180,105
Chr,TU1637,a,,0,NA,NA,NA,NA,240,667,671,19,471,464,678,291,58,135,377.5
Chr,TU1639,a,,0,NA,NA,NA,NA,863,267,1783,37,80,84,527,990,5,1351,397
Chr,TU1641,n,,0,NA,NA,NA,NA,432,100,2551,0,820,17683,75,893,4581,135,626
Chr,TU1646,n,,0,NA,NA,NA,NA,336,67,230,0,198,639,678,97,94,180,189
Chr,TU1648,an,,0,NA,NA,NA,NA,911,67,383,37,402,308,678,446,389,45,386
Chr,TU1652,a,,0,NA,NA,NA,NA,479,0,249,0,755,862,75,291,1793,0,270
Chr,TU1656,n,,0,NA,NA,NA,NA,431,133,19,0,546,434,151,233,34,45,142
Chr,TU1657,a,,0,NA,NA,NA,NA,767,167,249,19,273,241,264,291,70,135,245
Chr,TU1661,a,,0,NA,NA,NA,NA,1342,233,863,168,686,374,941,854,249,0,530
Chr,TU1662,a,,0,NA,NA,NA,NA,671,700,1476,19,546,573,1167,796,302,135,622
Chr,TU1664,a,,0,NA,NA,NA,NA,623,267,575,37,418,265,1242,951,155,0,342.5
Chr,TU1666,a,,0,NA,NA,NA,NA,96,33,134,0,514,277,264,233,348,45,183.5
Chr,TU1667,a,,0,NA,NA,NA,NA,1102,300,632,0,1168,941,1167,1068,486,270,786.5
Chr,TU167,a,,0,NA,NA,NA,NA,623,734,614,37,670,386,1506,990,203,450,618.5
Chr,TU1671,a,,0,NA,NA,NA,NA,144,233,537,93,204,157,301,252,70,135,180.5
Chr,TU1678,a,,0,NA,NA,NA,NA,144,0,19,112,359,543,188,97,201,0,128
Chr,TU168,a,,0,NA,NA,NA,NA,1822,5070,4180,878,3938,2280,4517,3008,2996,2297,3002
Chr,TU1680,a,,0,NA,NA,NA,NA,144,100,230,93,177,145,753,524,377,135,161
Chr,TU1685,a,,0,NA,NA,NA,NA,336,33,173,0,188,84,565,291,77,0,128.5
Chr,TU1687,a,,0,NA,NA,NA,NA,1726,33,153,0,584,826,0,349,1561,315,332
Chr,TU1688,a,,0,NA,NA,NA,NA,959,67,345,0,563,513,188,505,408,90,376.5
Chr,TU1691,a,,0,NA,NA,NA,NA,767,100,211,0,477,482,38,388,536,45,299.5
Chr,TU1692,a,,0,NA,NA,NA,NA,3260,634,1611,37,2454,875,791,1106,785,315,833
Chr,TU1698,a,,0,NA,NA,NA,NA,911,33,537,37,718,458,264,737,925,135,497.5
Chr,TU1700,a,,0,NA,NA,NA,NA,1678,67,594,19,1307,1134,1054,1106,1561,180,1080
Chr,TU1707,a,,0,NA,NA,NA,NA,240,1267,1745,75,2159,2081,1242,2212,681,766,1254.5
Chr,TU1708,a,,0,NA,NA,NA,NA,2445,500,1419,0,2240,1749,1205,1553,1409,270,1414
Chr,TU171,a,,0,NA,NA,NA,NA,479,33,134,0,316,302,1732,252,290,135,271
Chr,TU1710,a,,0,NA,NA,NA,NA,575,0,77,0,423,519,715,369,1302,135,396
Chr,TU1712,a,,0,NA,NA,NA,NA,815,434,1381,19,413,157,565,291,396,180,404.5
Chr,TU1721,a,,0,NA,NA,NA,NA,1822,800,2032,0,1447,669,2748,1300,186,901,1100.5
Chr,TU1722,a,,0,NA,NA,NA,NA,575,33,115,0,354,181,414,175,297,45,178
Chr,TU1724,a,,0,NA,NA,NA,NA,2013,0,288,0,820,277,414,252,106,45,264.5
Chr,TU1726,a,,0,NA,NA,NA,NA,288,267,134,206,268,247,565,602,162,135,257
Chr,TU1729,a,,0,NA,NA,NA,NA,1821,1034,2435,0,3766,2665,2183,4327,2605,675,2309
Chr,TU173,a,,0,NA,NA,NA,NA,336,0,115,19,354,549,151,116,568,45,133.5
Chr,TU1730,a,,0,NA,NA,NA,NA,240,467,307,0,423,416,75,524,389,135,348
Chr,TU1731,a,,0,NA,NA,NA,NA,623,67,211,0,139,440,226,272,109,315,218.5
Chr,TU1736,a,,0,NA,NA,NA,NA,671,100,1016,0,1500,748,602,505,606,45,604
Chr,TU1738,a,,0,NA,NA,NA,NA,671,0,307,19,354,609,565,291,191,45,299
Chr,TU1739,a,,0,NA,NA,NA,NA,3931,0,192,0,1104,1815,715,621,662,270,641.5
Chr,TU174,a,,0,NA,NA,NA,NA,575,167,383,19,895,971,828,854,732,45,653.5
Chr,TU1741,a,,0,NA,NA,NA,NA,2253,1534,3125,897,1865,1273,1732,2271,307,2522,1798.5
Chr,TU1743,a,,0,NA,NA,NA,NA,336,33,115,0,364,187,38,58,541,0,86.5
Chr,TU1746,a,,0,NA,NA,NA,NA,911,0,364,0,204,121,0,116,39,90,103
Chr,TU175,a,,0,NA,NA,NA,NA,863,33,537,56,129,157,339,175,53,405,166
Chr,TU1751,a,,0,NA,NA,NA,NA,1726,2335,1783,841,1645,736,2146,1300,662,1036,1472.5
Chr,TU1753,a,,0,NA,NA,NA,NA,1007,33,499,0,680,416,1430,388,452,45,434
Chr,TU1755,a,,0,NA,NA,NA,NA,144,500,307,0,300,259,301,330,92,45,279.5
Chr,TU1764,a,,0,NA,NA,NA,NA,336,367,211,841,622,398,414,213,191,540,382.5
Chr,TU1766,a,,0,NA,NA,NA,NA,671,0,96,0,605,1339,151,233,1416,90,192
Chr,TU1768,a,,0,NA,NA,NA,NA,192,33,96,0,477,519,38,213,577,90,144
Chr,TU177,n,,0,NA,NA,NA,NA,48,1634,326,18054,38,24,226,194,0,585,210
Chr,TU1770,a,,0,NA,NA,NA,NA,719,0,153,0,402,362,151,213,343,90,183
Chr,TU1772,a,,0,NA,NA,NA,NA,1055,67,173,0,434,561,301,116,174,315,237.5
Chr,TU1779,an,,0,NA,NA,NA,NA,1726,300,1974,19,3225,3130,3388,1301,5115,405,1850
Chr,TU1783,a,,0,NA,NA,NA,NA,288,367,422,0,466,513,301,349,399,45,358
Chr,TU1784,a,,0,NA,NA,NA,NA,240,67,134,37,525,374,301,311,292,0,266
Chr,TU1787,a,,0,NA,NA,NA,NA,4698,267,1227,19,1216,1019,1882,1223,527,450,1117.5
Chr,TU1789,an,,0,NA,NA,NA,NA,2780,1534,1323,953,1216,1074,1016,2309,116,2882,1269.5
Chr,TU179,a,,0,NA,NA,NA,NA,719,1734,940,37,1232,603,1581,990,971,225,955.5
Chr,TU1793,a,,0,NA,NA,NA,NA,3403,6904,383,1159,766,464,188,233,367,991,615
Chr,TU1799,a,,0,NA,NA,NA,NA,240,67,307,0,439,476,188,291,698,90,265.5
Chr,TU18,a,,0,NA,NA,NA,NA,623,300,614,19,594,483,866,679,696,135,604
Chr,TU180,a,,0,NA,NA,NA,NA,240,0,115,0,429,277,565,97,942,90,177.5
Chr,TU1806,a,,0,NA,NA,NA,NA,3451,1368,3240,93,5610,3492,2183,3726,4840,585,3345.5
Chr,TU1809,an,,0,NA,NA,NA,NA,1342,267,556,93,1195,2889,753,1378,150,901,827
Chr,TU1813,a,,0,NA,NA,NA,NA,336,233,345,37,520,489,640,446,256,180,340.5
